engine_model_id,manufacturer,model_name,engine_family,engine_type
926,CONT MOTOR,L/IO-470-A,,FAA_TYPE_1
927,CONT MOTOR,L/IO-520-P,,FAA_TYPE_1
928,CONT MOTOR,LTSIO-360-E,,FAA_TYPE_1
929,CONT MOTOR,LTSIO-360-EB,,FAA_TYPE_1
930,CONT MOTOR,LTSIO-360-KB,,FAA_TYPE_1
931,CONT MOTOR,LTSIO-360-RB,,FAA_TYPE_1
932,CONT MOTOR,LTSIO-520-AE,,FAA_TYPE_1
933,CONT MOTOR,O 470R,,FAA_TYPE_1
934,CONT MOTOR,O-170,,FAA_TYPE_1
935,CONT MOTOR,O-200,,FAA_TYPE_8
936,CONT MOTOR,O-200-B,,FAA_TYPE_1
937,CONT MOTOR,O-200-D,,FAA_TYPE_8
938,CONT MOTOR,O-200A,,FAA_TYPE_8
939,CONT MOTOR,O-470 SERIES,,FAA_TYPE_1
940,CONT MOTOR,O-470-13A,,FAA_TYPE_1
941,CONT MOTOR,O-470-2,,FAA_TYPE_1
942,CONT MOTOR,O-470-A,,FAA_TYPE_1
943,CONT MOTOR,O-470-B,,FAA_TYPE_1
944,CONT MOTOR,O-470-E,,FAA_TYPE_1
945,CONT MOTOR,O-470-G,,FAA_TYPE_1
946,CONT MOTOR,O-470-H,,FAA_TYPE_1
947,CONT MOTOR,O-470-J,,FAA_TYPE_1
948,CONT MOTOR,O-470-K,,FAA_TYPE_1
949,CONT MOTOR,O-470-L,,FAA_TYPE_1
950,CONT MOTOR,O-470-M,,FAA_TYPE_1
951,CONT MOTOR,O-470-N,,FAA_TYPE_1
952,CONT MOTOR,O-470-P,,FAA_TYPE_1
953,CONT MOTOR,O-470-S,,FAA_TYPE_1
954,CONT MOTOR,O-470-T,,FAA_TYPE_1
955,CONT MOTOR,O-470-U,,FAA_TYPE_1
956,CONT MOTOR,O-520-F,,FAA_TYPE_1
957,CONT MOTOR,O-520-U/TS,,FAA_TYPE_1
958,CONT MOTOR,OX-340 SERIES,,FAA_TYPE_8
959,CONT MOTOR,OX370 SERIES,,FAA_TYPE_1
960,CONT MOTOR,PC60-6,,FAA_TYPE_1
961,CONT MOTOR,R-670,,FAA_TYPE_1
962,CONT MOTOR,R-670-A,,FAA_TYPE_1
963,CONT MOTOR,R-670-B,,FAA_TYPE_1
964,CONT MOTOR,R-670-C,,FAA_TYPE_1
965,CONT MOTOR,R-975 SER,,FAA_TYPE_1
966,CONT MOTOR,R670-SERIES,,FAA_TYPE_1
967,CONT MOTOR,R9A,,FAA_TYPE_1
968,CONT MOTOR,T6-320-A,,FAA_TYPE_1
969,CONT MOTOR,TIO 541 SERIE,,FAA_TYPE_1
970,CONT MOTOR,TP500,,FAA_TYPE_1
971,CONT MOTOR,TP500E,,FAA_TYPE_2
972,CONT MOTOR,TSI0-470-B,,FAA_TYPE_1
973,CONT MOTOR,TSIO-360 GB,,FAA_TYPE_1
974,CONT MOTOR,TSIO-360 SER,,FAA_TYPE_1
975,CONT MOTOR,TSIO-360-A,,FAA_TYPE_1
976,CONT MOTOR,TSIO-360-AB,,FAA_TYPE_1
977,CONT MOTOR,TSIO-360-B,,FAA_TYPE_1
978,CONT MOTOR,TSIO-360-BB,,FAA_TYPE_1
979,CONT MOTOR,TSIO-360-C,,FAA_TYPE_1
980,CONT MOTOR,TSIO-360-CB,,FAA_TYPE_1
981,CONT MOTOR,TSIO-360-D,,FAA_TYPE_1
982,CONT MOTOR,TSIO-360-DB,,FAA_TYPE_1
983,CONT MOTOR,TSIO-360-E,,FAA_TYPE_1
984,CONT MOTOR,TSIO-360-EB,,FAA_TYPE_1
985,CONT MOTOR,TSIO-360-F,,FAA_TYPE_1
986,CONT MOTOR,TSIO-360-FB,,FAA_TYPE_1
987,CONT MOTOR,TSIO-360-GB,,FAA_TYPE_1
988,CONT MOTOR,TSIO-360-H,,FAA_TYPE_1
989,CONT MOTOR,TSIO-360-HB,,FAA_TYPE_1
990,CONT MOTOR,TSIO-360-JB,,FAA_TYPE_1
991,CONT MOTOR,TSIO-360-KB,,FAA_TYPE_1
992,CONT MOTOR,TSIO-360-LB,,FAA_TYPE_1
993,CONT MOTOR,TSIO-360-MB,,FAA_TYPE_1
994,CONT MOTOR,TSIO-360-NB,,FAA_TYPE_1
995,CONT MOTOR,TSIO-360-PB,,FAA_TYPE_1
996,CONT MOTOR,TSIO-360-RB,,FAA_TYPE_1
997,CONT MOTOR,TSIO-360-SB,,FAA_TYPE_1
998,CONT MOTOR,TSIO-470 SER,,FAA_TYPE_1
999,CONT MOTOR,TSIO-470-C,,FAA_TYPE_1
1000,CONT MOTOR,TSIO-470-D,,FAA_TYPE_1
1001,CONT MOTOR,TSIO-520 SER,,FAA_TYPE_1
1002,CONT MOTOR,TSIO-520-A,,FAA_TYPE_1
1003,CONT MOTOR,TSIO-520-AE,,FAA_TYPE_1
1004,CONT MOTOR,TSIO-520-AF,,FAA_TYPE_1
1005,CONT MOTOR,TSIO-520-B,,FAA_TYPE_1
1006,CONT MOTOR,TSIO-520-BB,,FAA_TYPE_1
1007,CONT MOTOR,TSIO-520-BE,,FAA_TYPE_2
1008,CONT MOTOR,TSIO-520-C,,FAA_TYPE_1
1009,CONT MOTOR,TSIO-520-CE,,FAA_TYPE_1
1010,CONT MOTOR,TSIO-520-D,,FAA_TYPE_1
1011,CONT MOTOR,TSIO-520-DB,,FAA_TYPE_1
1012,CONT MOTOR,TSIO-520-E,,FAA_TYPE_1
1013,CONT MOTOR,TSIO-520-EB,,FAA_TYPE_1
1014,CONT MOTOR,TSIO-520-G,,FAA_TYPE_1
1015,CONT MOTOR,TSIO-520-H,,FAA_TYPE_1
1016,CONT MOTOR,TSIO-520-J,,FAA_TYPE_1
1017,CONT MOTOR,TSIO-520-JB,,FAA_TYPE_1
1018,CONT MOTOR,TSIO-520-K,,FAA_TYPE_1
1019,CONT MOTOR,TSIO-520-KB,,FAA_TYPE_1
1020,CONT MOTOR,TSIO-520-L,,FAA_TYPE_1
1021,CONT MOTOR,TSIO-520-LB,,FAA_TYPE_1
1022,CONT MOTOR,TSIO-520-M,,FAA_TYPE_1
1023,CONT MOTOR,TSIO-520-N,,FAA_TYPE_1
1024,CONT MOTOR,TSIO-520-NB,,FAA_TYPE_2
1025,CONT MOTOR,TSIO-520-P,,FAA_TYPE_1
1026,CONT MOTOR,TSIO-520-R,,FAA_TYPE_1
1027,CONT MOTOR,TSIO-520-T,,FAA_TYPE_1
1028,CONT MOTOR,TSIO-520-U,,FAA_TYPE_1
1029,CONT MOTOR,TSIO-520-UB,,FAA_TYPE_1_2
1030,CONT MOTOR,TSIO-520-VB,,FAA_TYPE_1
1031,CONT MOTOR,TSIO-520-WB,,FAA_TYPE_1
1032,CONT MOTOR,TSIO-550 SER,,FAA_TYPE_1
1033,CONT MOTOR,TSIO-550-A,,FAA_TYPE_1
1034,CONT MOTOR,TSIO-550-B,,FAA_TYPE_1
1035,CONT MOTOR,TSIO-550-C,,FAA_TYPE_1
1036,CONT MOTOR,TSIO-550-E,,FAA_TYPE_1
1037,CONT MOTOR,TSIO-550-G,,FAA_TYPE_1
1038,CONT MOTOR,TSIO-550-K,,FAA_TYPE_1
1039,CONT MOTOR,TSIO-550-N,,FAA_TYPE_1
1040,CONT MOTOR,TSIOF-550-H,,FAA_TYPE_1
1041,CONT MOTOR,TSIOF550-D,,FAA_TYPE_1
1042,CONT MOTOR,TSIOL-550-A,,FAA_TYPE_1
1043,CONT MOTOR,TSIOL-550-B,,FAA_TYPE_1
1044,CONT MOTOR,TSIOL-550-C,,FAA_TYPE_1
1045,CONT MOTOR,W-670K-1,,FAA_TYPE_1
1046,CONT MOTOR,W-670M-1,,FAA_TYPE_1
1047,CONT MOTOR,W670 SERIES,,FAA_TYPE_1
1048,CONT MOTOR,W670-16,,FAA_TYPE_1
1049,CONT MOTOR,W670-23,,FAA_TYPE_1
1050,CONT MOTOR,W670-24,,FAA_TYPE_1
1051,CONT MOTOR,W670-6A,,FAA_TYPE_1
1052,CONT MOTOR,W670-6N,,FAA_TYPE_1
1053,CONT MOTOR,W670-K,,FAA_TYPE_1
1054,CONT MOTOR,W670-M,,FAA_TYPE_1
1055,CORVAIR,100HP,,FAA_TYPE_1
1056,CORVAIR,110HP,,FAA_TYPE_1
1057,CORVAIR,120,,FAA_TYPE_1
1058,CORVAIR,164,,FAA_TYPE_1
1059,CORVAIR,2.7,,FAA_TYPE_1
1060,CORVAIR,2700,,FAA_TYPE_1
1061,CORVAIR,2850,,FAA_TYPE_1
1062,CORVAIR,3000 SERIES,,FAA_TYPE_8
1063,CORVAIR,GO-140,,FAA_TYPE_1
1064,CORVAIR,WW3.3,,FAA_TYPE_1
1065,CUBCRAFTER,CC340,,FAA_TYPE_8
1066,CUBCRAFTER,CC363I,,FAA_TYPE_8
1067,CURTISS,OX-5,,FAA_TYPE_1
1068,CURTISS,OXX-6,,FAA_TYPE_1
1069,CUYUNA,430R,,FAA_TYPE_1
1070,CUYUNA,ALL MDLS A/B,,FAA_TYPE_1
1071,CUYUNA,UL11-02,,FAA_TYPE_7
1072,DAIML BENZ,DB 605D,,FAA_TYPE_1
1073,DAIML BENZ,DB605A,,FAA_TYPE_1
1074,DAIML BENZ,DB605A1,,FAA_TYPE_1
1075,DEHAV ENG,GIPSY GRP 3,,FAA_TYPE_1
1076,DEHAV ENG,GIPSY MAJOR,,FAA_TYPE_1
1077,DEHAV ENG,GIPSY QUEEN,,FAA_TYPE_1
1078,DEHAV ENG,GOBLIN MK 2&3,,FAA_TYPE_4
1079,DEHAV ENG,GOBLIN MK 35,,FAA_TYPE_4
1080,DEHAV ENG,GQ 30 MK2,,FAA_TYPE_1
1081,DEHAV ENG,GQ 70-4,,FAA_TYPE_1
1082,DEHAV ENG,GQ 70MK2,,FAA_TYPE_1
1083,DEHAV ENG,GQ 70MK3,,FAA_TYPE_1
1084,DELTA HAWK,DH180A4,,FAA_TYPE_8
1085,DELTA HAWK,DW180VA,,FAA_TYPE_8
1086,DERWENT,MK-9,,FAA_TYPE_4
1087,DESERT ACF,DA-150,,FAA_TYPE_8
1088,DESERT ACF,DA-215,,FAA_TYPE_7
1089,DESERT ACF,DA-50-R,,FAA_TYPE_7
1090,DESERT ACF,DA-70,,FAA_TYPE_7
1091,DIAMOND,AE50R,,FAA_TYPE_7
1092,E.N.M.A.,GIV SERIES,,FAA_TYPE_1
1093,EAGLE IVEX,IO-360,,FAA_TYPE_8
1094,ECI,CC340,,FAA_TYPE_1
1095,ECI,DIO360A1L1N40,,FAA_TYPE_1
1096,ECI,EXPIO360A4B9N,,FAA_TYPE_1
1097,ECI,IO-360,,FAA_TYPE_1
1098,ECI,IOX-340S,,FAA_TYPE_1
1099,ECI,IOX-360,,FAA_TYPE_1
1100,ECI,IOX320B1L1N4,,FAA_TYPE_1
1101,ECI,O-340,,FAA_TYPE_1
1102,ECI,O360A1A,,FAA_TYPE_1
1103,ECI,OX-340CC,,FAA_TYPE_1
1104,ECI,XO-340,,FAA_TYPE_1
1105,EDGE,EP315ECI,,FAA_TYPE_8
1106,EDGE,EP912STI,,FAA_TYPE_8
1107,EDGE,EP917TI,,FAA_TYPE_8
1108,EDGE,EP918TI,,FAA_TYPE_8
1109,EDGE,EPEX 300 TI,,FAA_TYPE_8
1110,EGGENFELLN,E6T,,FAA_TYPE_1
1111,EMRAX,208,,FAA_TYPE_10
1112,EMRAX,228,,FAA_TYPE_10
1113,EMRAX,268,,FAA_TYPE_10
1114,ENGINE ALL,GP7270,,FAA_TYPE_5
1115,ENGINE ALL,GP7277,,FAA_TYPE_5
1116,ENSTROJ,EMRAX 228,,FAA_TYPE_10
1117,EPA POWER,SA-R917 SER,,FAA_TYPE_8
1118,EVINRUDE,STARFLITE,,FAA_TYPE_1
1119,FAIRCHILD,6-390,,FAA_TYPE_1
1120,FAIRCHILD,6-390 SERIES,,FAA_TYPE_1
1121,FAIRCHILD,6-390-B,,FAA_TYPE_1
1122,FAIRCHILD,6-390-D,,FAA_TYPE_1
1123,FAIRCHILD,6-390-D3,,FAA_TYPE_1
1124,FAIRCHILD,6-41-B1A,,FAA_TYPE_1
1125,FAIRCHILD,6-410 SERIES,,FAA_TYPE_1
1126,FAIRCHILD,6-410-B1,,FAA_TYPE_1
1127,FAIRCHILD,6-410-B2,,FAA_TYPE_1
1128,FAIRCHILD,6-410-B2A,,FAA_TYPE_1
1129,FAIRCHILD,6-410-B2B,,FAA_TYPE_1
1130,FAIRCHILD,6-410-B3,,FAA_TYPE_1
1131,FAIRCHILD,6-440 SERIES,,FAA_TYPE_1
1132,FAIRCHILD,6-440-C2,,FAA_TYPE_1
1133,FAIRCHILD,6-440-C3,,FAA_TYPE_1
1134,FAIRCHILD,6-440-C4,,FAA_TYPE_1
1135,FAIRCHILD,6-440-C5,,FAA_TYPE_1
1136,FAIRCHILD,FT-101E,,FAA_TYPE_4
1137,FAIRCHILD,SGV-770-B3,,FAA_TYPE_1
1138,FAIRCHILD,SGV-770-B4,,FAA_TYPE_1
1139,FAIRCHILD,SGV-770-B5,,FAA_TYPE_1
1140,FAIRCHILD,SGV-770-B7,,FAA_TYPE_1
1141,FAIRCHILD,SGV-770-G6,,FAA_TYPE_1
1142,FAIRCHILD,SGV-770C SER,,FAA_TYPE_1
1143,FAIRCHILD,SGV-770C-1,,FAA_TYPE_1
1144,FAIRCHILD,SGV-770C-1B,,FAA_TYPE_1
1145,FAIRCHILD,SGV-770C-1C,,FAA_TYPE_1
1146,FAIRCHILD,SGV-770C-2A,,FAA_TYPE_1
1147,FAIRCHILD,SGV-770C-2C,,FAA_TYPE_1
1148,FAIRCHILD,V-77 0-8,,FAA_TYPE_1
1149,FAIRCHILD,V-770-11,,FAA_TYPE_1
1150,FAIRCHILD,V-770-15,,FAA_TYPE_1
1151,FAIRCHILD,V-770-6,,FAA_TYPE_1
1152,FAIRCHILD,V-770-B4,,FAA_TYPE_1
1153,FAIRCHILD,V-770-SG,,FAA_TYPE_1
1154,FAIRCHILD,V-770B SERIES,,FAA_TYPE_1
1155,FIATE,MZ202,,FAA_TYPE_7
1156,FIREWALL F,CAM 100,,FAA_TYPE_1
1157,FORD,CONVERSION,,FAA_TYPE_1
1158,FORD,MODEL A,,FAA_TYPE_1
1159,FRANKLIN,0-425-1,,FAA_TYPE_1
1160,FRANKLIN,0-425-9,,FAA_TYPE_1
1161,FRANKLIN,220,,FAA_TYPE_1
1162,FRANKLIN,2A4 SERIES,,FAA_TYPE_1
1163,FRANKLIN,2A4-49-B2,,FAA_TYPE_1
1164,FRANKLIN,2A4-65-B2,,FAA_TYPE_1
1165,FRANKLIN,2AL-112-A2,,FAA_TYPE_1
1166,FRANKLIN,4A225 SERIES,,FAA_TYPE_1
1167,FRANKLIN,4A235 SERIES,,FAA_TYPE_1
1168,FRANKLIN,4A4100 SERIES,,FAA_TYPE_1
1169,FRANKLIN,4AC-176-B2,,FAA_TYPE_1
1170,FRANKLIN,4AC-176-B3,,FAA_TYPE_1
1171,FRANKLIN,4AC-176-BA2,,FAA_TYPE_1
1172,FRANKLIN,4AC-176-BA3,,FAA_TYPE_1
1173,FRANKLIN,4AC-176-C2,,FAA_TYPE_1
1174,FRANKLIN,4AC-176-C3,,FAA_TYPE_1
1175,FRANKLIN,4AC-176-D2,,FAA_TYPE_1
1176,FRANKLIN,4AC-176-D3,,FAA_TYPE_1
1177,FRANKLIN,4AC-176-F2,,FAA_TYPE_1
1178,FRANKLIN,4AC-176-F3,,FAA_TYPE_1
1179,FRANKLIN,4AC-199B3,,FAA_TYPE_1
1180,FRANKLIN,4AC-199D2,,FAA_TYPE_1
1181,FRANKLIN,4AC-199D3,,FAA_TYPE_1
1182,FRANKLIN,4AC-199E2,,FAA_TYPE_1
1183,FRANKLIN,4AC-A199B2,,FAA_TYPE_1
1184,FRANKLIN,4AC150-40,,FAA_TYPE_1
1185,FRANKLIN,4AC150-50,,FAA_TYPE_1
1186,FRANKLIN,4AC150-A,,FAA_TYPE_1
1187,FRANKLIN,4AC171,,FAA_TYPE_1
1188,FRANKLIN,4AC176B SER,,FAA_TYPE_1
1189,FRANKLIN,4AC176C-D-F,,FAA_TYPE_1
1190,FRANKLIN,4AC199B SER,,FAA_TYPE_1
1191,FRANKLIN,4AC199D&E SER,,FAA_TYPE_1
1192,FRANKLIN,4AC3-199HE,,FAA_TYPE_1
1193,FRANKLIN,4ACG199H3,,FAA_TYPE_1
1194,FRANKLIN,6A&6V335 SER,,FAA_TYPE_1
1195,FRANKLIN,6A-335-B1,,FAA_TYPE_1
1196,FRANKLIN,6A-350-C1,,FAA_TYPE_1
1197,FRANKLIN,6A-350-C2,,FAA_TYPE_1
1198,FRANKLIN,6A-350SER,,FAA_TYPE_1
1199,FRANKLIN,6A4150 SERIES,,FAA_TYPE_1
1200,FRANKLIN,6A4165 SERIES,,FAA_TYPE_1
1201,FRANKLIN,6A4200 SERIES,,FAA_TYPE_1
1202,FRANKLIN,6A8 SERIES,,FAA_TYPE_1
1203,FRANKLIN,6AC-264-D2,,FAA_TYPE_1
1204,FRANKLIN,6AC-264-D3,,FAA_TYPE_1
1205,FRANKLIN,6AC-264-F3,,FAA_TYPE_1
1206,FRANKLIN,6AC-298-D2,,FAA_TYPE_1
1207,FRANKLIN,6AC-298-D3,,FAA_TYPE_1
1208,FRANKLIN,6AC-298-E2,,FAA_TYPE_1
1209,FRANKLIN,6AC-298-E3,,FAA_TYPE_1
1210,FRANKLIN,6AC-298-F2,,FAA_TYPE_1
1211,FRANKLIN,6AC-298-F3,,FAA_TYPE_1
1212,FRANKLIN,6AC264 SERIES,,FAA_TYPE_1
1213,FRANKLIN,6AC298 SERIES,,FAA_TYPE_1
1214,FRANKLIN,6ACT-298-J4,,FAA_TYPE_1
1215,FRANKLIN,6ACT-298-J5,,FAA_TYPE_1
1216,FRANKLIN,6ACT-298-M4,,FAA_TYPE_1
1217,FRANKLIN,6ACT298 SER,,FAA_TYPE_1
1218,FRANKLIN,6AG4185 SER,,FAA_TYPE_1
1219,FRANKLIN,6V 350 SERIES,,FAA_TYPE_1
1220,FRANKLIN,6V-335 SERIES,,FAA_TYPE_1
1221,FRANKLIN,6V-335-A,,FAA_TYPE_1
1222,FRANKLIN,6V4 SERIES,,FAA_TYPE_1
1223,FRANKLIN,6V6 SERIES,,FAA_TYPE_1
1224,FRANKLIN,6V6-245-B16F,,FAA_TYPE_1
1225,FRANKLIN,6VS-335 SER,,FAA_TYPE_1
1226,FRANKLIN,O-335,,FAA_TYPE_1
1227,FRANKLIN,SPORT 4B1SER,,FAA_TYPE_1
1228,FUNK,FUNK E,,FAA_TYPE_1
1229,G & N,IO-320-GNX,,FAA_TYPE_1
1230,GARRETT,ATF 3 SERIES,,FAA_TYPE_4
1231,GARRETT,ATF3-6,,FAA_TYPE_5
1232,GARRETT,ATF3-6A,,FAA_TYPE_5
1233,GARRETT,T-76,,FAA_TYPE_2
1234,GARRETT,TFE731 SERIES,,FAA_TYPE_5
1235,GARRETT,TFE731-2,,FAA_TYPE_5
1236,GARRETT,TFE731-2-1C,,FAA_TYPE_5
1237,GARRETT,TFE731-2-2B,,FAA_TYPE_5
1238,GARRETT,TFE731-2A,,FAA_TYPE_5
1239,GARRETT,TFE731-2B,,FAA_TYPE_5
1240,GARRETT,TFE731-2BR,,FAA_TYPE_5
1241,GARRETT,TFE731-2C,,FAA_TYPE_5
1242,GARRETT,TFE731-3,,FAA_TYPE_5
1243,GARRETT,TFE731-3A,,FAA_TYPE_5
1244,GARRETT,TFE731-3AR,,FAA_TYPE_5
1245,GARRETT,TFE731-3B,,FAA_TYPE_5
1246,GARRETT,TFE731-3BR,,FAA_TYPE_5
1247,GARRETT,TFE731-3C,,FAA_TYPE_5
1248,GARRETT,TFE731-3CR,,FAA_TYPE_5
1249,GARRETT,TFE731-3D,,FAA_TYPE_5
1250,GARRETT,TFE731-3DR,,FAA_TYPE_5
1251,GARRETT,TFE731-3R,,FAA_TYPE_5
1252,GARRETT,TFE731-4,,FAA_TYPE_5
1253,GARRETT,TFE731-4R,,FAA_TYPE_5
1254,GARRETT,TFE731-5,,FAA_TYPE_5
1255,GARRETT,TFE731-5A,,FAA_TYPE_5
1256,GARRETT,TFE731-5AR,,FAA_TYPE_5
1257,GARRETT,TFE731-5B,,FAA_TYPE_5
1258,GARRETT,TFE731-5BR,,FAA_TYPE_5
1259,GARRETT,TFE731-5R,,FAA_TYPE_5
1260,GARRETT,TPE-331-10UG,,FAA_TYPE_2
1261,GARRETT,TPE331-1,,FAA_TYPE_1
1262,GARRETT,TPE331-10,,FAA_TYPE_2
1263,GARRETT,TPE331-10 SER,,FAA_TYPE_2
1264,GARRETT,TPE331-10A,,FAA_TYPE_2
1265,GARRETT,TPE331-10AV,,FAA_TYPE_2
1266,GARRETT,TPE331-10B,,FAA_TYPE_2
1267,GARRETT,TPE331-10G,,FAA_TYPE_2
1268,GARRETT,TPE331-10GP,,FAA_TYPE_2
1269,GARRETT,TPE331-10GR,,FAA_TYPE_2
1270,GARRETT,TPE331-10GT,,FAA_TYPE_2
1271,GARRETT,TPE331-10J,,FAA_TYPE_2
1272,GARRETT,TPE331-10N,,FAA_TYPE_2
1273,GARRETT,TPE331-10P,,FAA_TYPE_2
1274,GARRETT,TPE331-10R,,FAA_TYPE_2
1275,GARRETT,TPE331-10T,,FAA_TYPE_2
1276,GARRETT,TPE331-10U,,FAA_TYPE_2
1277,GARRETT,TPE331-10UA,,FAA_TYPE_2
1278,GARRETT,TPE331-10UF,,FAA_TYPE_2
1279,GARRETT,TPE331-10UGR,,FAA_TYPE_2
1280,GARRETT,TPE331-10UJ,,FAA_TYPE_2
1281,GARRETT,TPE331-10UK,,FAA_TYPE_2
1282,GARRETT,TPE331-10UR,,FAA_TYPE_2
1283,GARRETT,TPE331-11U,,FAA_TYPE_2
1284,GARRETT,TPE331-11UA,,FAA_TYPE_2
1285,GARRETT,TPE331-12,,FAA_TYPE_2
1286,GARRETT,TPE331-12B,,FAA_TYPE_2
1287,GARRETT,TPE331-12JR,,FAA_TYPE_2
1288,GARRETT,TPE331-12UA,,FAA_TYPE_2
1289,GARRETT,TPE331-12UAR,,FAA_TYPE_2
1290,GARRETT,TPE331-12UER,,FAA_TYPE_2
1291,GARRETT,TPE331-12UHR,,FAA_TYPE_2
1292,GARRETT,TPE331-14A,,FAA_TYPE_2
1293,GARRETT,TPE331-14B,,FAA_TYPE_2
1294,GARRETT,TPE331-14F,,FAA_TYPE_2
1295,GARRETT,TPE331-14GR,,FAA_TYPE_2
1296,GARRETT,TPE331-14HR,,FAA_TYPE_2
1297,GARRETT,TPE331-15AW,,FAA_TYPE_2
1298,GARRETT,TPE331-1U,,FAA_TYPE_2
1299,GARRETT,TPE331-1UA,,FAA_TYPE_2
1300,GARRETT,TPE331-2,,FAA_TYPE_2
1301,GARRETT,TPE331-25A,,FAA_TYPE_2
1302,GARRETT,TPE331-25AA,,FAA_TYPE_2
1303,GARRETT,TPE331-25AB,,FAA_TYPE_2
1304,GARRETT,TPE331-25B,,FAA_TYPE_2
1305,GARRETT,TPE331-25C,,FAA_TYPE_2
1306,GARRETT,TPE331-25D,,FAA_TYPE_2
1307,GARRETT,TPE331-25DA,,FAA_TYPE_2
1308,GARRETT,TPE331-25DB,,FAA_TYPE_2
1309,GARRETT,TPE331-25E,,FAA_TYPE_2
1310,GARRETT,TPE331-25F,,FAA_TYPE_2
1311,GARRETT,TPE331-25FA,,FAA_TYPE_2
1312,GARRETT,TPE331-29A,,FAA_TYPE_2
1313,GARRETT,TPE331-2U,,FAA_TYPE_2
1314,GARRETT,TPE331-2UA,,FAA_TYPE_2
1315,GARRETT,TPE331-3,,FAA_TYPE_2
1316,GARRETT,TPE331-3U,,FAA_TYPE_2
1317,GARRETT,TPE331-3UW,,FAA_TYPE_2
1318,GARRETT,TPE331-3W,,FAA_TYPE_2
1319,GARRETT,TPE331-43,,FAA_TYPE_2
1320,GARRETT,TPE331-43-A,,FAA_TYPE_2
1321,GARRETT,TPE331-43-B,,FAA_TYPE_2
1322,GARRETT,TPE331-45,,FAA_TYPE_2
1323,GARRETT,TPE331-47,,FAA_TYPE_2
1324,GARRETT,TPE331-47-A,,FAA_TYPE_2
1325,GARRETT,TPE331-47-B,,FAA_TYPE_2
1326,GARRETT,TPE331-5,,FAA_TYPE_2
1327,GARRETT,TPE331-51,,FAA_TYPE_2
1328,GARRETT,TPE331-55,,FAA_TYPE_2
1329,GARRETT,TPE331-55-A,,FAA_TYPE_2
1330,GARRETT,TPE331-55-B,,FAA_TYPE_2
1331,GARRETT,TPE331-57,,FAA_TYPE_2
1332,GARRETT,TPE331-57-B,,FAA_TYPE_2
1333,GARRETT,TPE331-5A,,FAA_TYPE_2
1334,GARRETT,TPE331-5AB,,FAA_TYPE_2
1335,GARRETT,TPE331-5B,,FAA_TYPE_2
1336,GARRETT,TPE331-5U,,FAA_TYPE_2
1337,GARRETT,TPE331-6,,FAA_TYPE_2
1338,GARRETT,TPE331-6-252B,,FAA_TYPE_2
1339,GARRETT,TPE331-61,,FAA_TYPE_2
1340,GARRETT,TPE331-61-A,,FAA_TYPE_2
1341,GARRETT,TPE331-6A,,FAA_TYPE_2
1342,GARRETT,TPE331-6U,,FAA_TYPE_2
1343,GARRETT,TPE331-8,,FAA_TYPE_2
1344,GARRETT,TPE331-8A,,FAA_TYPE_2
1345,GARRETT,TPE331-9,,FAA_TYPE_2
1346,GARRETT,TPE331-9U,,FAA_TYPE_2
1347,GARRETT,TSE331-10UA,,FAA_TYPE_3
1348,GARRETT,TSE331-3U,,FAA_TYPE_3
1349,GARRETT,TSE36-1,,FAA_TYPE_3
1350,GE,1300-CS1A,,FAA_TYPE_2
1351,GE,700-2D-2,,FAA_TYPE_4
1352,GE,CF-34-1A,,FAA_TYPE_5
1353,GE,CF34 SERIES,,FAA_TYPE_5
1354,GE,CF34-10E5,,FAA_TYPE_5
1355,GE,CF34-10E5A1,,FAA_TYPE_5
1356,GE,CF34-10E6,,FAA_TYPE_5
1357,GE,CF34-10E6A1,,FAA_TYPE_5
1358,GE,CF34-10E7 SER,,FAA_TYPE_5
1359,GE,CF34-3,,FAA_TYPE_5
1360,GE,CF34-3A,,FAA_TYPE_5
1361,GE,CF34-3A1,,FAA_TYPE_5
1362,GE,CF34-3A2,,FAA_TYPE_5
1363,GE,CF34-3B,,FAA_TYPE_5
1364,GE,CF34-3B1,,FAA_TYPE_5
1365,GE,CF34-8C1,,FAA_TYPE_5
1366,GE,CF34-8C5,,FAA_TYPE_5
1367,GE,CF34-8C5A1,,FAA_TYPE_5
1368,GE,CF34-8C5A2,,FAA_TYPE_5
1369,GE,CF34-8C5A3,,FAA_TYPE_5
1370,GE,CF34-8C5B1,,FAA_TYPE_5
1371,GE,CF34-8D1,,FAA_TYPE_5
1372,GE,CF34-8D3,,FAA_TYPE_5
1373,GE,CF34-8D5,,FAA_TYPE_5
1374,GE,CF34-8D6,,FAA_TYPE_5
1375,GE,CF34-8E2,,FAA_TYPE_5
1376,GE,CF34-8E2A1,,FAA_TYPE_5
1377,GE,CF34-8E5,,FAA_TYPE_5
1378,GE,CF34-8E5A1,,FAA_TYPE_5
1379,GE,CF34-8E5A2,,FAA_TYPE_5
1380,GE,CF34-8E6,,FAA_TYPE_5
1381,GE,CF34-8E6A1,,FAA_TYPE_5
1382,GE,CF6-45A,,FAA_TYPE_5
1383,GE,CF6-45A2,,FAA_TYPE_5
1384,GE,CF6-50 SER,,FAA_TYPE_5
1385,GE,CF6-50A,,FAA_TYPE_5
1386,GE,CF6-50C,,FAA_TYPE_5
1387,GE,CF6-50C1,,FAA_TYPE_5
1388,GE,CF6-50C2,,FAA_TYPE_5
